,userid,productid,main_category,sub_category,rating
1509,39357,wcl247383,women's clothing,Western Wear,1.8
1510,94397,acs034881,accessories,Fashion & Silver Jewellery,3.7
1511,82698,acs122360,accessories,Fashion & Silver Jewellery,4.0
1512,59173,wcl129284,women's clothing,Ethnic Wear,2.9
1513,99119,bth014383,beauty & health,Diet & Nutrition,1.9
1514,43968,app265144,appliances,Heating & Cooling Appliances,4.6
1515,73570,wcl132286,women's clothing,Lingerie & Nightwear,4.6
1516,32020,msh183826,men's shoes,Casual Shoes,1.7
1517,98166,app038120,appliances,Kitchen & Home Appliances,2.6
1518,27994,app001173,appliances,Heating & Cooling Appliances,3.8
1519,68119,kfa176967,kids' fashion,Baby Fashion,3.5
1520,91567,hkt034416,home & kitchen,Sewing & Craft Supplies,1.1
1521,10241,msh262563,men's shoes,Formal Shoes,3.4
1522,61157,acs171919,accessories,Jewellery,4.3
1523,59264,mcl018092,men's clothing,Shirts,3.2
1524,37137,tvc199604,"tv, audio & cameras",Camera Accessories,3.6
1525,90603,bth246474,beauty & health,Health & Personal Care,2.7
1526,88297,tvc219207,"tv, audio & cameras",Cameras,3.6
1527,42935,app058695,appliances,Heating & Cooling Appliances,3.3
1528,42415,acs050004,accessories,Watches,3.4
1529,51100,tvc152162,"tv, audio & cameras",Home Entertainment Systems,2.4
1530,30668,acs238646,accessories,Handbags & Clutches,3.8
1531,24455,wcl027119,women's clothing,Ethnic Wear,1.1
1532,66612,bth091397,beauty & health,Beauty & Grooming,2.8
1533,59173,wcl191135,women's clothing,Ethnic Wear,4.2
1534,76117,acs263977,accessories,Fashion & Silver Jewellery,1.6
1535,85642,wcl119142,women's clothing,Western Wear,3.1
1536,28989,acs199480,accessories,Bags & Luggage,5.0
1537,12684,str004428,stores,Men's Fashion,4.5
1538,40548,mcl011133,men's clothing,Shirts,1.0
1539,41205,spf025179,sports & fitness,Football,3.9
1540,10842,wcl263504,women's clothing,Western Wear,3.7
1541,14927,acs192558,accessories,Bags & Luggage,3.5
1542,41342,tvc021844,"tv, audio & cameras",Speakers,2.4
1543,87078,app042519,appliances,Heating & Cooling Appliances,1.9
1544,31202,kfa248026,kids' fashion,Kids' Fashion,1.8
1545,29095,wcl063808,women's clothing,Clothing,2.5
1546,98256,tvc040172,"tv, audio & cameras",Home Entertainment Systems,1.8
1547,81910,wcl146607,women's clothing,Ethnic Wear,1.3
1548,60532,hkt262257,home & kitchen,Home Improvement,1.5
1549,10572,tvc049916,"tv, audio & cameras",Home Entertainment Systems,2.1
1550,30168,tvc214193,"tv, audio & cameras",Camera Accessories,4.9
1551,79399,tvc080716,"tv, audio & cameras",Camera Accessories,1.9
1552,61466,hkt133828,home & kitchen,Home Furnishing,4.1
1553,60348,acs084855,accessories,Jewellery,4.1
1554,60979,wcl196865,women's clothing,Lingerie & Nightwear,3.6
1555,75858,mcl163310,men's clothing,Shirts,4.1
1556,68011,mcl100070,men's clothing,Innerwear,4.6
1557,86851,str107350,stores,Men's Fashion,1.1
1558,67366,wcl150797,women's clothing,Ethnic Wear,4.4
1559,33552,str003270,stores,Women's Fashion,2.2
1560,41969,wcl105851,women's clothing,Western Wear,1.2
1561,27584,hkt221912,home & kitchen,Kitchen & Dining,2.9
1562,62313,msh017396,men's shoes,Casual Shoes,4.6
1563,54635,msh246273,men's shoes,Formal Shoes,2.1
1564,19207,wcl109691,women's clothing,Clothing,3.9
1565,50056,mcl137809,men's clothing,Shirts,1.2
1566,21307,str050010,stores,Men's Fashion,1.5
1567,30128,msh123423,men's shoes,Formal Shoes,3.4
1568,91100,acs201153,accessories,Fashion & Silver Jewellery,2.2
1569,25098,tvc138411,"tv, audio & cameras",Security Cameras,3.2
1570,12476,acs201752,accessories,Jewellery,3.0
1571,51372,wcl125016,women's clothing,Western Wear,3.3
1572,72459,tvc245173,"tv, audio & cameras",Camera Accessories,2.1
1573,44322,acs157993,accessories,Bags & Luggage,1.2
1574,99039,acs153258,accessories,Jewellery,1.8
1575,31526,wcl012391,women's clothing,Ethnic Wear,3.4
1576,73759,acs053710,accessories,Jewellery,3.6
1577,81269,acs218304,accessories,Fashion & Silver Jewellery,4.8
1578,37364,mcl220303,men's clothing,Innerwear,3.1
1579,52030,hkt163184,home & kitchen,Indoor Lighting,1.0
1580,39890,wcl085095,women's clothing,Ethnic Wear,3.4
1581,43398,ggf037614,grocery & gourmet foods,"Coffee, Tea & Beverages",5.0
1582,69894,msh219014,men's shoes,Casual Shoes,2.5
1583,77001,mcl200175,men's clothing,Innerwear,1.5
1584,28394,wcl176586,women's clothing,Clothing,2.9
1585,58179,tvc193000,"tv, audio & cameras",Camera Accessories,3.8
1586,50128,acs204186,accessories,Handbags & Clutches,1.9
1587,25773,tvc245818,"tv, audio & cameras",Home Entertainment Systems,2.1
1588,30981,wcl075819,women's clothing,Ethnic Wear,1.5
1589,82517,msh025404,men's shoes,Casual Shoes,1.5
1590,74629,wcl007249,women's clothing,Lingerie & Nightwear,2.0
1591,56372,msh143169,men's shoes,Sports Shoes,2.8
1592,96187,ggf212398,grocery & gourmet foods,Snack Foods,1.6
1593,80068,app101822,appliances,Kitchen & Home Appliances,3.2
1594,45488,wcl221399,women's clothing,Lingerie & Nightwear,2.0
1595,30950,tvc036146,"tv, audio & cameras",Cameras,5.0
1596,39166,mcl183188,men's clothing,T-shirts & Polos,1.7
1597,66583,spf125100,sports & fitness,Football,4.4
1598,48626,acs059140,accessories,Bags & Luggage,1.1
1599,66005,tvc047718,"tv, audio & cameras",Camera Accessories,2.9
1600,85030,msh124290,men's shoes,Sports Shoes,3.1
1601,57782,wcl202570,women's clothing,Western Wear,2.3
1602,40347,msh138663,men's shoes,Sports Shoes,1.1
1603,76493,acs261957,accessories,Handbags & Clutches,3.5
1604,61616,acs056807,accessories,Jewellery,3.1
1605,72146,acs003277,accessories,Jewellery,4.2
1606,36190,bth240621,beauty & health,Diet & Nutrition,1.8
1607,48490,hkt013540,home & kitchen,Bedroom Linen,3.2
1608,24901,acs250177,accessories,Bags & Luggage,2.1
1609,32922,hkt117597,home & kitchen,Home Improvement,3.0
1610,83830,tvc147071,"tv, audio & cameras",Cameras,2.1
1611,77741,acs260208,accessories,Handbags & Clutches,1.0
1612,76150,msh074038,men's shoes,Casual Shoes,1.6
1613,97656,tvc101430,"tv, audio & cameras",Cameras,3.1
1614,82698,mcl253300,men's clothing,T-shirts & Polos,3.1
1615,76552,acs248330,accessories,Bags & Luggage,3.6
1616,13447,mcl131410,men's clothing,T-shirts & Polos,4.0
1617,76021,mcl265578,men's clothing,Shirts,3.4
1618,74361,msh038108,men's shoes,Sports Shoes,4.0
1619,81732,wcl095772,women's clothing,Clothing,4.6
1620,54601,str174179,stores,Men's Fashion,2.6
1621,43080,app091000,appliances,Heating & Cooling Appliances,2.9
1622,59370,wcl252545,women's clothing,Clothing,4.7
1623,83658,hkt036948,home & kitchen,Home Décor,1.5
1624,39646,wcl161716,women's clothing,Lingerie & Nightwear,1.8
1625,82010,wsh187613,women's shoes,Shoes,2.9
1626,69889,acs119036,accessories,Jewellery,2.0
1627,70215,str257178,stores,Sportswear,5.0
1628,54632,wcl066501,women's clothing,Lingerie & Nightwear,4.1
1629,87341,pet148978,pet supplies,Dog supplies,4.8
1630,23063,acs207062,accessories,Jewellery,3.3
1631,18921,mcl050484,men's clothing,Innerwear,3.1
1632,77837,hkt077351,home & kitchen,Home Furnishing,4.1
1633,51372,wcl146742,women's clothing,Western Wear,3.8
1634,30672,wcl241133,women's clothing,Lingerie & Nightwear,3.8
1635,92379,msh065277,men's shoes,Casual Shoes,2.1
1636,43935,str151437,stores,Men's Fashion,4.6
1637,68888,msh001379,men's shoes,Casual Shoes,1.3
1638,95522,wcl048973,women's clothing,Lingerie & Nightwear,4.9
1639,97930,acs074108,accessories,Jewellery,2.2
1640,56652,tbp146942,toys & baby products,"Baby Bath, Skin & Grooming",2.8
1641,48482,wcl219720,women's clothing,Clothing,3.4
1642,36101,spf110931,sports & fitness,Cycling,3.6
1643,44578,msh186797,men's shoes,Casual Shoes,2.9
1644,34078,wcl187865,women's clothing,Clothing,4.6
1645,96592,msh201704,men's shoes,Sports Shoes,4.1
1646,43686,acs173776,accessories,Jewellery,1.1
1647,31061,mcl255405,men's clothing,Innerwear,2.4
1648,60887,acs233962,accessories,Jewellery,3.8
1649,12833,acs150019,accessories,Jewellery,2.8
1650,84907,wsh184127,women's shoes,Shoes,4.1
1651,18829,acs076076,accessories,Watches,3.7
1652,85855,hkt232529,home & kitchen,Furniture,1.5
1653,60936,hkt036374,home & kitchen,Indoor Lighting,4.2
1654,69447,kfa255486,kids' fashion,Kids' Fashion,2.7
1655,24583,wsh168426,women's shoes,Fashion Sandals,4.0
1656,57332,tbp084208,toys & baby products,"Baby Bath, Skin & Grooming",4.7
1657,77136,kfa002962,kids' fashion,Kids' Fashion,3.2
1658,29253,spf259185,sports & fitness,Fitness Accessories,4.8
1659,13631,tvc019799,"tv, audio & cameras",Home Entertainment Systems,3.4
1660,88061,acs189239,accessories,Bags & Luggage,2.9
1661,96000,acs241936,accessories,Watches,2.2
1662,54635,acs218572,accessories,Watches,3.2
1663,43686,acs041723,accessories,Bags & Luggage,3.6
1664,61887,bth224451,beauty & health,Make-up,4.0
1665,82203,app083950,appliances,Kitchen & Home Appliances,2.7
1666,89790,wcl053307,women's clothing,Clothing,3.3
1667,63072,tvc074686,"tv, audio & cameras",Security Cameras,4.2
1668,87078,tvc170138,"tv, audio & cameras",Headphones,3.5
1669,65934,msh231250,men's shoes,Sports Shoes,2.7
1670,23976,wcl136471,women's clothing,Western Wear,3.1
1671,55067,bth174092,beauty & health,Household Supplies,1.6
1672,82813,msh231707,men's shoes,Sports Shoes,2.4
1673,72945,wcl075116,women's clothing,Lingerie & Nightwear,4.2
1674,55272,app007990,appliances,Kitchen & Home Appliances,3.2
1675,37364,str033171,stores,Men's Fashion,3.7
1676,87473,wcl123924,women's clothing,Clothing,2.0
1677,59666,tvc028227,"tv, audio & cameras",Cameras,2.2
1678,65779,acs015291,accessories,Handbags & Clutches,4.0
1679,46483,app173989,appliances,Heating & Cooling Appliances,2.6
1680,84804,str206557,stores,Men's Fashion,1.4
1681,73597,str232226,stores,Men's Fashion,1.3
1682,43367,wcl068853,women's clothing,Clothing,3.9
1683,56166,acs253572,accessories,Fashion & Silver Jewellery,4.5
1684,54238,str233095,stores,Men's Fashion,4.1
1685,41846,acs001529,accessories,Watches,3.6
1686,17278,tvc241767,"tv, audio & cameras",Security Cameras,1.3
1687,41759,msh041230,men's shoes,Sports Shoes,4.8
1688,15535,spf080069,sports & fitness,Cycling,1.5
1689,90470,mcl168894,men's clothing,T-shirts & Polos,2.5
1690,97373,tvc048345,"tv, audio & cameras",Home Entertainment Systems,4.7
1691,56734,str187227,stores,Men's Fashion,4.3
1692,84882,kfa052036,kids' fashion,Kids' Clothing,3.9
1693,74271,kfa065542,kids' fashion,School Bags,4.4
1694,38669,wcl068945,women's clothing,Western Wear,3.4
1695,66148,tvc136815,"tv, audio & cameras",Cameras,4.0
1696,82850,wcl014304,women's clothing,Clothing,2.6
1697,90863,msh129701,men's shoes,Casual Shoes,2.3
1698,80110,wcl067453,women's clothing,Lingerie & Nightwear,2.3
1699,93904,acs143358,accessories,Jewellery,3.2
1700,22539,acs190377,accessories,Fashion & Silver Jewellery,3.9
1701,74497,tvc198141,"tv, audio & cameras",Cameras,2.0
1702,61758,msh224057,men's shoes,Casual Shoes,1.2
1703,12718,wcl083287,women's clothing,Ethnic Wear,2.2
1704,45973,msh151431,men's shoes,Casual Shoes,1.3
1705,70215,wcl092413,women's clothing,Clothing,3.7
1706,62408,kfa176554,kids' fashion,Kids' Fashion,3.8
1707,82203,wcl130512,women's clothing,Clothing,3.9
1708,39978,wcl055477,women's clothing,Ethnic Wear,3.5
1709,17844,acs006860,accessories,Fashion & Silver Jewellery,1.5
1710,91100,acs147108,accessories,Jewellery,3.4
1711,83935,acs125156,accessories,Bags & Luggage,1.8
1712,65042,mcl051682,men's clothing,T-shirts & Polos,4.0
1713,21488,kfa189481,kids' fashion,School Bags,2.2
1714,57276,mcl006398,men's clothing,T-shirts & Polos,1.2
1715,34989,wcl081287,women's clothing,Lingerie & Nightwear,3.1
1716,62876,acs237653,accessories,Watches,1.2
1717,47080,wcl177897,women's clothing,Clothing,3.8
1718,59179,bth174403,beauty & health,Luxury Beauty,1.3
1719,51676,bth185362,beauty & health,Make-up,1.4
1720,85404,tvc170031,"tv, audio & cameras",Televisions,3.6
1721,75015,hkt171041,home & kitchen,Bedroom Linen,3.9
1722,87687,wsh054948,women's shoes,Shoes,3.4
1723,33368,kfa134692,kids' fashion,Kids' Clothing,4.7
1724,63524,app260113,appliances,Kitchen & Home Appliances,3.0
1725,66583,acs246537,accessories,Fashion & Silver Jewellery,3.9
1726,68508,tvc028315,"tv, audio & cameras",Home Entertainment Systems,4.7
1727,53428,kfa170548,kids' fashion,Kids' Clothing,3.3
1728,12815,app049405,appliances,Kitchen & Home Appliances,4.1
1729,18740,str154233,stores,Men's Fashion,4.8
1730,98902,bth044222,beauty & health,Make-up,3.4
1731,80397,msh188126,men's shoes,Sports Shoes,2.3
1732,69720,mcl207055,men's clothing,Innerwear,2.2
1733,67685,app052156,appliances,Heating & Cooling Appliances,4.0
1734,37137,tvc203402,"tv, audio & cameras",Home Entertainment Systems,3.1
1735,31956,acs099285,accessories,Fashion & Silver Jewellery,3.5
1736,21701,mcl164806,men's clothing,Innerwear,1.4
1737,35796,acs015317,accessories,Fashion & Silver Jewellery,4.6
1738,63658,acs091951,accessories,Handbags & Clutches,1.3
1739,49220,str262807,stores,Sportswear,2.0
1740,21014,hkt205937,home & kitchen,Garden & Outdoors,2.7
1741,12596,mcl147239,men's clothing,Shirts,1.5
1742,99039,ggf046742,grocery & gourmet foods,Snack Foods,1.0
1743,63888,acs255658,accessories,Jewellery,3.6
1744,34486,mcl187757,men's clothing,Innerwear,1.6
1745,48355,str037202,stores,Men's Fashion,2.0
1746,87222,tvc216878,"tv, audio & cameras",Camera Accessories,1.7
1747,44425,mcl247278,men's clothing,Shirts,4.8
1748,59959,acs211916,accessories,Fashion & Silver Jewellery,2.4
1749,84479,msh213539,men's shoes,Sports Shoes,3.7
1750,73031,mcl048188,men's clothing,Innerwear,2.6
1751,27113,mcl168163,men's clothing,T-shirts & Polos,3.8
1752,94893,wcl098821,women's clothing,Clothing,3.6
1753,94630,acs163838,accessories,Fashion & Silver Jewellery,3.1
1754,24303,tvc160384,"tv, audio & cameras",Speakers,2.4
1755,53460,app145623,appliances,Kitchen & Home Appliances,2.8
1756,64318,acs043387,accessories,Fashion & Silver Jewellery,1.5
1757,75517,hkt050293,home & kitchen,Furniture,3.7
1758,42415,tvc083211,"tv, audio & cameras",Camera Accessories,4.1
1759,72856,acs042333,accessories,Gold & Diamond Jewellery,3.2
1760,51372,str116479,stores,Men's Fashion,3.9
1761,13618,tvc265252,"tv, audio & cameras",Headphones,1.4
1762,57739,bth000105,beauty & health,Beauty & Grooming,2.4
1763,96670,wcl181455,women's clothing,Lingerie & Nightwear,2.9
1764,48980,cmb158796,car & motorbike,Car Parts,1.5
1765,91707,tvc264716,"tv, audio & cameras",Cameras,4.0
1766,88393,acs003310,accessories,Jewellery,1.6
1767,77001,mcl141909,men's clothing,Innerwear,4.7
1768,94551,mcl074273,men's clothing,Innerwear,3.0
1769,52554,wcl097309,women's clothing,Ethnic Wear,3.5
1770,45217,app250558,appliances,Heating & Cooling Appliances,4.4
1771,81732,acs041595,accessories,Bags & Luggage,1.1
1772,95258,pet021043,pet supplies,Dog supplies,2.7
1773,58915,acs008105,accessories,Fashion & Silver Jewellery,4.8
1774,90832,wcl057203,women's clothing,Clothing,2.7
1775,38582,ind036251,industrial supplies,"Test, Measure & Inspect",2.2
1776,88177,acs261131,accessories,Bags & Luggage,3.7
1777,25796,tvc080999,"tv, audio & cameras",Cameras,1.6
1778,74804,mcl180436,men's clothing,T-shirts & Polos,3.5
1779,45765,wcl250428,women's clothing,Clothing,1.3
1780,39518,bag136137,bags & luggage,Wallets,3.5
1781,48153,wcl232110,women's clothing,Western Wear,1.4
1782,97413,acs025290,accessories,Jewellery,2.9
1783,61466,wcl065447,women's clothing,Ethnic Wear,1.9
1784,48791,mcl229008,men's clothing,T-shirts & Polos,3.5
1785,62899,kfa004931,kids' fashion,Kids' Shoes,2.0
1786,37348,str186497,stores,Men's Fashion,4.4
1787,72454,wcl181705,women's clothing,Western Wear,2.2
1788,36319,wsh070481,women's shoes,Fashion Sandals,3.7
1789,83609,acs142891,accessories,Bags & Luggage,4.2
1790,46815,bth085864,beauty & health,Diet & Nutrition,4.4
1791,24693,tvc232117,"tv, audio & cameras",Camera Accessories,1.2
1792,24449,acs221706,accessories,Bags & Luggage,1.7
1793,18056,wcl071725,women's clothing,Ethnic Wear,2.5
1794,92693,acs031432,accessories,Jewellery,4.6
1795,69480,acs022408,accessories,Jewellery,4.5
1796,59158,mcl122576,men's clothing,Innerwear,1.7
1797,68946,acs260018,accessories,Fashion & Silver Jewellery,5.0
1798,93300,wcl051165,women's clothing,Lingerie & Nightwear,2.0
1799,43686,acs137887,accessories,Fashion & Silver Jewellery,4.8
1800,99162,app184006,appliances,Heating & Cooling Appliances,3.5
1801,18921,tvc177490,"tv, audio & cameras",Cameras,3.9
1802,39007,bth117266,beauty & health,Beauty & Grooming,4.3
1803,65293,tvc260871,"tv, audio & cameras",Cameras,2.0
1804,70024,mcl247237,men's clothing,T-shirts & Polos,5.0
1805,65749,str036381,stores,Men's Fashion,2.9
1806,96831,bth142284,beauty & health,Make-up,3.1
1807,95423,app219301,appliances,Heating & Cooling Appliances,1.7
1808,52554,tvc021353,"tv, audio & cameras",Speakers,2.0
1809,14962,acs168877,accessories,Handbags & Clutches,1.0
1810,53527,mcl185888,men's clothing,T-shirts & Polos,3.6
1811,57890,tvc245895,"tv, audio & cameras",Home Entertainment Systems,3.8
1812,31726,wcl093397,women's clothing,Ethnic Wear,1.5
1813,60438,bag190949,bags & luggage,Travel Duffles,3.2
1814,54143,acs114014,accessories,Fashion & Silver Jewellery,1.7
1815,39969,mcl256644,men's clothing,Jeans,1.7
1816,54418,mcl137850,men's clothing,Shirts,2.8
1817,50120,bag014255,bags & luggage,Travel Accessories,1.9
1818,75221,wcl249047,women's clothing,Ethnic Wear,2.3
1819,43210,app123354,appliances,Kitchen & Home Appliances,2.7
1820,77362,tvc109671,"tv, audio & cameras",Security Cameras,1.7
1821,26621,tvc194938,"tv, audio & cameras",Camera Accessories,2.9
1822,12067,mcl234885,men's clothing,Shirts,2.2
1823,13827,msh140959,men's shoes,Formal Shoes,3.4
1824,68193,acs219912,accessories,Bags & Luggage,3.7
1825,57634,wcl051425,women's clothing,Ethnic Wear,1.2
1826,88002,tvc088828,"tv, audio & cameras",Camera Accessories,3.6
1827,16526,tvc146341,"tv, audio & cameras",Speakers,4.5
1828,26027,hkt075600,home & kitchen,Sewing & Craft Supplies,4.7
1829,97320,msh093925,men's shoes,Casual Shoes,3.2
1830,70980,acs198214,accessories,Handbags & Clutches,4.9
1831,31252,acs252794,accessories,Jewellery,3.1
1832,88783,app121142,appliances,Washing Machines,1.5
1833,30844,tvc215947,"tv, audio & cameras",Camera Accessories,3.2
1834,25523,wcl009667,women's clothing,Ethnic Wear,4.1
1835,39129,mcl106134,men's clothing,T-shirts & Polos,3.5
1836,39129,app265293,appliances,Heating & Cooling Appliances,3.6
1837,49508,tvc160737,"tv, audio & cameras",Camera Accessories,3.9
1838,49220,tvc222953,"tv, audio & cameras",Headphones,2.0
1839,36424,msh002839,men's shoes,Casual Shoes,1.3
1840,10407,wcl205060,women's clothing,Ethnic Wear,4.8
1841,51335,wcl119082,women's clothing,Lingerie & Nightwear,2.4
1842,94397,mcl177408,men's clothing,T-shirts & Polos,4.9
1843,70189,app189567,appliances,Kitchen & Home Appliances,3.7
1844,43432,acs232285,accessories,Bags & Luggage,2.8
1845,19014,msh084372,men's shoes,Casual Shoes,3.7
1846,54861,acs248321,accessories,Handbags & Clutches,2.4
1847,95797,tvc161354,"tv, audio & cameras",Camera Accessories,1.5
1848,58429,tbp241537,toys & baby products,"Baby Bath, Skin & Grooming",4.8
1849,41325,acs075063,accessories,Watches,2.3
1850,17171,mcl041381,men's clothing,T-shirts & Polos,2.3
1851,59007,acs114444,accessories,Bags & Luggage,3.7
1852,60163,wcl261201,women's clothing,Western Wear,2.0
1853,84955,msh186904,men's shoes,Formal Shoes,3.8
1854,79982,kfa144600,kids' fashion,Baby Fashion,1.0
1855,83700,str211984,stores,Men's Fashion,3.4
1856,43841,hkt222493,home & kitchen,Garden & Outdoors,4.9
1857,97930,msh238822,men's shoes,Casual Shoes,1.1
1858,99060,wcl249353,women's clothing,Lingerie & Nightwear,2.9
1859,54170,acs143178,accessories,Bags & Luggage,1.8
1860,16030,wcl003402,women's clothing,Western Wear,1.5
1861,48791,bth121745,beauty & health,Beauty & Grooming,2.0
1862,73597,app197937,appliances,Refrigerators,3.2
1863,84185,mcl206510,men's clothing,T-shirts & Polos,3.3
1864,77362,acs130947,accessories,Bags & Luggage,2.9
1865,10927,wsh152901,women's shoes,Ballerinas,4.8
1866,88702,hkt241085,home & kitchen,Garden & Outdoors,4.6
1867,95570,hkt226322,home & kitchen,Furniture,2.7
1868,25870,hkt070594,home & kitchen,Garden & Outdoors,3.9
1869,42635,app187742,appliances,Kitchen & Home Appliances,4.6
1870,36101,mcl124291,men's clothing,Shirts,4.5
1871,34475,mcl152601,men's clothing,Jeans,2.4
1872,70976,mcl027878,men's clothing,Shirts,1.6
1873,95846,tvc198527,"tv, audio & cameras",Headphones,2.1
1874,81596,wcl260339,women's clothing,Lingerie & Nightwear,3.4
1875,47937,mcl196701,men's clothing,Innerwear,2.8
1876,20116,app202166,appliances,Heating & Cooling Appliances,4.5
1877,36390,tvc000461,"tv, audio & cameras",Security Cameras,4.4
1878,94684,msh031779,men's shoes,Sports Shoes,2.7
1879,48585,tvc262232,"tv, audio & cameras",Home Entertainment Systems,3.2
1880,63179,acs036955,accessories,Bags & Luggage,3.7
1881,82412,tvc011021,"tv, audio & cameras",Headphones,2.4
1882,21307,mcl062084,men's clothing,T-shirts & Polos,2.8
1883,45441,acs014838,accessories,Fashion & Silver Jewellery,1.9
1884,62876,mcl225531,men's clothing,T-shirts & Polos,2.5
1885,22512,str263047,stores,Men's Fashion,2.3
1886,70117,bth088352,beauty & health,Household Supplies,4.7
1887,34746,mcl142248,men's clothing,T-shirts & Polos,4.8
1888,57739,tvc016032,"tv, audio & cameras",Headphones,1.8
1889,41774,acs075976,accessories,Jewellery,1.1
1890,90134,wcl042883,women's clothing,Lingerie & Nightwear,4.0
1891,34475,hkt096970,home & kitchen,Furniture,3.9
1892,49179,acs100579,accessories,Jewellery,2.5
1893,59658,mcl146186,men's clothing,Innerwear,3.8
1894,22783,acs145290,accessories,Bags & Luggage,1.3
1895,21014,msh260979,men's shoes,Casual Shoes,3.9
1896,13573,acs004064,accessories,Handbags & Clutches,3.0
1897,51600,acs182431,accessories,Bags & Luggage,1.3
1898,39592,wcl015463,women's clothing,Western Wear,2.0
1899,62313,acs124727,accessories,Watches,1.5
1900,19692,acs101312,accessories,Fashion & Silver Jewellery,4.1
1901,46827,tvc221855,"tv, audio & cameras",Camera Accessories,1.3
1902,76150,acs256998,accessories,Watches,4.6
1903,22539,tvc234667,"tv, audio & cameras",Headphones,2.9
1904,40352,hkt215068,home & kitchen,Sewing & Craft Supplies,4.6
1905,59668,app169599,appliances,Heating & Cooling Appliances,4.1
1906,34354,wsh020966,women's shoes,Ballerinas,2.3
1907,44716,tvc104837,"tv, audio & cameras",Home Entertainment Systems,3.5
1908,41319,wcl020427,women's clothing,Ethnic Wear,1.4
1909,32286,bag249676,bags & luggage,Suitcases & Trolley Bags,2.3
1910,48242,acs231645,accessories,Jewellery,1.1
1911,47085,bth102333,beauty & health,Health & Personal Care,1.5
1912,57332,tbp033877,toys & baby products,"Baby Bath, Skin & Grooming",4.1
1913,46827,wcl053228,women's clothing,Western Wear,1.3
1914,45893,acs254440,accessories,Jewellery,3.3
1915,42285,str055830,stores,Men's Fashion,3.7
1916,16030,hkt215778,home & kitchen,Bedroom Linen,3.3
1917,49174,tvc167892,"tv, audio & cameras",Camera Accessories,2.7
1918,26507,acs038765,accessories,Handbags & Clutches,4.2
1919,19844,hkt265185,home & kitchen,Bedroom Linen,4.6
1920,78027,wcl062157,women's clothing,Clothing,4.7
1921,35931,wcl046340,women's clothing,Ethnic Wear,1.2
1922,78651,acs177910,accessories,Handbags & Clutches,4.6
1923,18697,acs263851,accessories,Handbags & Clutches,4.1
1924,46697,wcl198355,women's clothing,Western Wear,3.1
1925,52422,tvc232028,"tv, audio & cameras",Home Entertainment Systems,3.7
1926,98616,wcl178386,women's clothing,Ethnic Wear,4.2
1927,69326,str144703,stores,Men's Fashion,4.7
1928,83700,msh216714,men's shoes,Casual Shoes,1.3
1929,95846,hkt106836,home & kitchen,Garden & Outdoors,1.5
1930,88619,str182235,stores,Men's Fashion,4.2
1931,43222,tvc206169,"tv, audio & cameras",Cameras,2.8
1932,59626,tvc060943,"tv, audio & cameras",Speakers,2.4
1933,20883,wcl019546,women's clothing,Western Wear,3.9
1934,33191,wcl001396,women's clothing,Ethnic Wear,4.8
1935,56404,app009663,appliances,Heating & Cooling Appliances,3.9
1936,50685,bag031842,bags & luggage,Travel Accessories,3.3
1937,35796,hkt165192,home & kitchen,Kitchen Storage & Containers,5.0
1938,99579,wsh247864,women's shoes,Ballerinas,4.5
1939,60532,acs046160,accessories,Fashion & Silver Jewellery,3.9
1940,78454,tvc108535,"tv, audio & cameras",Camera Accessories,2.3
1941,69551,acs074291,accessories,Jewellery,4.6
1942,27113,tvc181454,"tv, audio & cameras",Camera Accessories,2.3
1943,43123,wcl172191,women's clothing,Western Wear,2.2
1944,24409,msh024792,men's shoes,Sports Shoes,2.2
1945,17608,msh194820,men's shoes,Casual Shoes,4.6
1946,28860,hkt135811,home & kitchen,Furniture,3.1
1947,78455,bth242086,beauty & health,Beauty & Grooming,1.8
1948,88892,msh015208,men's shoes,Casual Shoes,1.9
1949,99043,tvc187928,"tv, audio & cameras",Home Entertainment Systems,4.0
1950,76072,acs229720,accessories,Bags & Luggage,1.9
1951,24542,msh128069,men's shoes,Formal Shoes,3.9
1952,98549,kfa186196,kids' fashion,School Bags,3.5
1953,59053,acs033984,accessories,Handbags & Clutches,3.3
1954,68215,wcl057972,women's clothing,Clothing,4.7
1955,22417,spf186002,sports & fitness,Cycling,2.7
1956,76552,acs157425,accessories,Fashion & Silver Jewellery,1.6
1957,82948,acs070843,accessories,Fashion & Silver Jewellery,1.4
1958,54632,tvc211151,"tv, audio & cameras",Security Cameras,2.5
1959,82813,acs257630,accessories,Jewellery,3.0
1960,26713,wcl068558,women's clothing,Clothing,1.0
1961,11778,msh209257,men's shoes,Casual Shoes,1.2
1962,52554,tvc199779,"tv, audio & cameras",Cameras,3.1
1963,95290,app230354,appliances,Kitchen & Home Appliances,1.5
1964,70763,wcl221399,women's clothing,Lingerie & Nightwear,3.2
1965,80886,str032515,stores,Men's Fashion,1.3
1966,83259,mcl085555,men's clothing,Jeans,3.1
1967,77001,app003854,appliances,Kitchen & Home Appliances,4.6
1968,88393,wcl236275,women's clothing,Ethnic Wear,4.6
1969,15535,msh052708,men's shoes,Casual Shoes,1.2
1970,40352,spf246690,sports & fitness,Yoga,1.6
1971,75332,tvc145085,"tv, audio & cameras",Cameras,4.5
1972,58200,bth147093,beauty & health,Personal Care Appliances,3.0
1973,68131,str115591,stores,Sportswear,5.0
1974,34478,tvc014288,"tv, audio & cameras",Home Entertainment Systems,2.2
